chromosome	position
9	117329462
9	117326882
9	117306783
9	117306643
9	117328379
1	149552371
1	149549217
5	213287426
1	149550297
1	149550326
2	20724795
5	213297154
4	60019769
4	60019858
4	69286909
4	239429638
5	213293014
5	213293262
1	293164219
5	69308623
5	213281432
5	69312901
5	69313215
5	69312050
5	213297066
5	69321172
9	125128243
9	125128492
9	125128384
9	125127599
5	213297503
9	64299097
4	231329335
5	213285645
4	231414297
4	231412099
4	231328813
5	38993117
5	38993098
5	18348509
4	219484937
6	81707714
6	81701446
5	213285063
8	167603209
5	213296598
1	37665817
1	37665906
1	219567896
2	37446010
2	37446316
2	37447057
2	37446601
2	37446901
5	213297851
2	37446190
2	37446244
1	222591416
1	222547641
1	227445732
1	227445445
5	213285192
5	210691247
5	210740762
5	210691482
1	300437421
1	146120098
1	146159177
5	7527109
5	7526936
5	7527027
1	62530745
1	62532206
3	141689995
8	168074849
5	215661718
1	41469604
5	194109325
5	194163769
4	118702885
4	118700608
5	213301427
9	129473230
9	129403817
4	2114294
4	2114197
8	168492166
9	77700558
9	77701029
9	77700687
1	190492171
1	190492099
1	190491895
1	190561074
1	190560641
1	190560502
1	190560940
1	190560692
7	94023279
7	94023111
7	94022884
5	202812423
5	202814663
5	202814602
5	202813488
5	213296521
5	202823534
5	202823084
2	167843112
10	128950513
10	128950737
10	128950757
6	147922644
6	147921501
5	213301309
6	147910200
6	147883931
6	147925421
6	147921768
6	147922496
6	147922721
6	147922745
6	147924392
6	147924442
6	147915044
1	300437560
5	213285759
6	147915356
4	123977689
4	123981071
4	123979615
4	123981143
4	123980230
6	118074462
5	213293656
6	118143097
6	118096012
5	213294101
4	125089912
4	125107475
10	64482544
2	205642118
1	228317552
1	45441563
1	50681003
1	50681847
1	50711248
1	50710746
2	5824360
2	5819257
2	5819005
2	5826035
2	5818698
2	5824642
2	5824493
1	300436936
2	5826650
1	165408568
1	165406390
1	165406216
1	165406591
1	63610791
1	63613515
5	174988746
10	144618347
5	79859447
5	79860851
5	79859638
2	111205060
2	111205236
2	111203845
2	111203468
10	11806085
6	93322380
2	236815448
3	157088065
8	174177950
8	174177288
2	40676477
6	93328165
2	40683604
6	93323623
2	40683558
2	27257164
1	300434999
1	46232420
7	160059739
7	160060267
7	160082866
7	160068525
2	48664915
2	48665011
4	156516937
2	48659594
2	48663427
2	48590009
2	48590060
4	11536795
1	205093780
1	205092352
4	42147971
3	226806272
3	226957117
3	226807380
3	226808441
9	113214386
4	44958727
4	44958794
4	44958837
1	300424810
1	99699061
3	183383495
3	183387458
3	183383655
6	57397324
1	18697940
9	128542462
6	105597164
6	105598082
2	206629114
1	190998267
1	190999826
1	191002543
1	83402789
1	83401271
1	188928495
1	188927389
1	182539265
1	90219767
1	90226878
1	90216695
1	90227135
4	17328200
4	17330190
2	17793282
6	31413372
1	115406441
1	115408720
4	230192954
6	114738979
9	133154246
2	2370667
1	247866170
4	155805873
9	130214105
2	170457312
8	124488144
1	41854735
1	41854434
7	16653249
7	16663595
7	126352433
9	20820891
9	20822077
8	112713556
2	216190694
2	216190852
9	47611454
9	47605069
9	47611042
9	47610875
1	27122000
6	139439281
6	139442558
6	139441642
8	112768522
6	139441641
6	139442538
3	216255747
3	216272223
3	216270627
8	112768552
3	216271325
3	216275728
6	150890204
7	132157634
7	132164876
7	132072680
7	132164741
6	150075488
6	150074555
6	150017729
6	150071059
6	150071479
6	150071636
6	150071686
4	5266889
4	5243745
4	5315409
4	5315401
4	5306559
6	165015685
6	164989188
6	165014083
6	165016328
6	81439267
3	129301263
1	215205279
1	255098148
8	129135133
5	175862103
1	45772989
1	297373315
1	297377302
1	297304546
1	45780048
1	297376903
2	160782541
2	160782437
1	45778856
1	251163778
1	251142862
1	45769565
2	232650940
5	61696570
5	61697878
1	182851739
1	300441290
1	182851963
1	182851900
4	226268349
1	287334432
4	14632980
9	146467223
9	146466674
9	146466681
3	219695215
3	219695311
3	219693372
3	219714084
4	136967875
7	148488081
7	148454863
7	148454870
6	3428482
5	10415548
5	10418184
5	10418241
8	164866388
8	164933138
8	164933820
1	287335033
8	164866667
8	164898780
8	164934095
8	164933751
1	287335932
8	164933418
8	164933419
6	157920823
6	157988128
6	158008893
3	179413165
3	179411625
8	101873097
8	101755210
2	185234527
1	287336183
3	64461335
3	215763771
3	190789170
3	190751123
3	190750009
1	187193883
1	231719576
1	231703300
1	231727193
1	231698566
1	231698569
4	74457969
1	73379462
1	170575870
1	170577342
1	170578403
10	137488073
10	137486628
5	193311205
5	193198763
3	187222008
3	187212262
3	187211976
1	25824203
2	33700994
1	25825041
1	25824933
1	25824451
1	25824422
6	42597121
3	228369552
3	228370356
3	228370276
5	3817925
8	39126437
10	121542394
6	154779907
6	154781641
6	154780427
6	153243614
6	153255804
6	152777528
6	152778355
5	191095555
5	191119094
5	191119082
5	20908120
5	20969656
5	20970624
5	20920280
5	20906615
3	151973406
5	20971440
5	20987504
1	167197678
5	168665734
5	168666668
6	144123661
6	144119304
6	144125412
5	200370894
5	200437606
5	200437609
3	225832394
3	225823264
3	225832226
3	225898385
3	225823031
3	225906915
3	225833200
3	225893906
6	160700935
6	160702518
6	160703789
6	160703161
1	288733543
6	109395676
3	148395118
3	140857168
1	85030152
3	140852969
3	140854120
1	274531710
9	125723976
9	125804907
4	38029418
1	85019373
3	225452682
2	10568523
2	10531834
2	10557396
2	10571899
2	10520066
1	85057976
2	10519859
2	10569829
2	10605017
2	10571148
2	10604344
2	10603746
2	10532502
2	10520160
2	10571690
2	10569633
2	10569977
2	10571785
2	10570548
2	10571571
2	10570653
2	10569941
2	10572032
2	10571982
6	112361881
6	112349791
5	166928802
5	35008584
5	34999744
1	217049573
5	71696905
5	71688630
5	71701594
1	56075959
1	56076331
1	56075216
1	275692884
1	56075717
1	56075461
1	56075488
1	56074937
1	56074382
1	56076034
1	56076043
1	56075752
1	275673189
2	20792727
2	20784370
2	20793481
2	20784286
2	20783628
2	20779996
4	17414413
4	17414414
3	185308597
3	185312066
1	275668926
6	155236373
6	155180250
1	3195916
1	3191114
1	3185801
1	3181742
1	3194019
1	3186044
1	3186152
1	3194020
1	3186224
1	3186260
3	173803352
1	54821593
1	38248486
1	274410772
1	38252398
7	169452570
7	169456470
7	169456722
7	169444642
7	169456233
7	169456325
7	6914040
1	17714192
1	17716466
1	17716337
1	17746383
1	17745804
6	145429980
6	118696983
7	155342036
9	119948553
5	155958610
5	155952450
5	155959123
6	39664115
8	73852614
8	86862568
8	86862656
1	53174005
9	4652228
9	4654634
1	53174193
5	5253826
5	5246144
5	5199412
5	5200319
5	5200107
5	5249181
5	5199622
5	5249204
1	262184576
1	262171620
1	91189194
9	27434335
9	27435927
9	27441615
6	137675491
5	18157782
1	53174139
9	100612301
9	100612331
1	58304044
9	142946238
9	142998121
9	142945372
2	202643907
1	195151360
4	137178205
6	142597095
6	142661555
5	90345389
1	204258002
1	204258327
1	204259575
2	160957319
2	160798026
2	160801547
1	151358495
1	151358564
3	5572298
3	5574597
3	5673926
3	5674706
3	5567905
3	5674625
1	267784863
3	5671462
3	5673256
3	5584349
3	5584464
1	71586202
3	219890335
3	219897209
3	219899838
3	219842428
2	217225635
2	217226995
2	217227186
2	217225065
2	147269771
1	267820270
2	147310022
2	147313815
2	147268995
2	147300587
8	166676070
8	166672371
2	111278005
2	111277922
3	54842753
3	54842737
5	196177961
5	196177615
5	196177860
2	4299784
1	267868015
2	4302909
5	214526848
1	267868030
5	214505730
5	214505797
5	214426777
3	212417923
1	267784973
3	212437969
3	212407874
3	212415583
1	15071288
1	15170385
1	15170295
4	26373200
1	267783894
3	187045835
3	187046354
2	233693047
2	233677897
2	233692020
7	115131265
7	115132192
2	25931915
3	181071624
3	181071019
3	181100344
5	5928070
3	173590491
3	173590370
3	173590289
1	272939276
5	5928184
3	224167945
3	224168120
1	223824862
1	223826353
1	223941724
5	5930851
1	223826179
1	223842573
1	223826442
1	223942029
1	223822264
1	223825617
1	223825590
1	223825525
1	223825494
1	223825760
2	191352482
3	196721496
1	289060310
3	165468730
3	165477968
1	229437094
5	215016341
5	215055578
5	215013706
5	215018403
5	215061809
1	112639745
3	134016204
8	25128932
8	25126119
4	229902187
1	189359106
3	203753291
7	163358093
5	21893329
5	178238731
5	74918706
6	142823682
6	142823769
6	142817773
6	142814122
6	142897762
6	142895915
6	142895910
6	142823559
6	142824170
1	200481517
1	200482853
9	98281761
3	95267012
3	95266356
3	174463370
3	174465058
2	31293233
1	77798204
3	180198350
3	215527745
3	215593635
3	215528495
3	215536298
2	154497746
6	127777655
6	127775860
8	107495138
3	66184420
3	66183771
3	212249076
3	212245259
3	170110280
2	217338885
2	217332336
2	165264708
3	14346007
4	185728765
5	59807446
5	59810667
4	192696360
3	199828443
1	85730997
3	166663935
4	13947501
1	240493803
1	240494031
1	240494369
3	217631510
3	217571921
3	217631299
3	217700183
3	217562977
3	217694579
3	217694582
1	228718597
1	228718412
1	196126460
1	196213943
1	196254975
1	196214027
1	196127080
1	196214247
1	196214109
4	185873332
5	217415637
5	217350337
9	136301952
9	136236511
2	224554024
2	224595151
2	224549805
2	224595305
2	224595256
1	219231030
5	192134899
5	192131771
5	46771028
5	46771256
5	46779865
5	46771515
5	46771484
3	9432912
8	4512315
2	220233555
2	211287822
2	211285209
2	211290384
8	4514587
2	4055119
2	4193392
2	4213575
2	4188743
2	4054442
1	218800974
1	218985518
8	4515542
3	180744946
4	234328810
4	234328611
5	3400026
5	3404812
5	3335200
5	3408235
5	3334863
8	4515790
5	3426717
8	4515741
6	32895511
6	32894392
6	32893200
5	175688745
5	175600890
5	175731823
5	175731290
5	175731649
5	175731857
7	138377287
5	175684872
5	175684877
1	263192138
1	263197859
1	263198725
1	263205753
5	183369498
7	138377302
9	22325198
6	152126422
6	152148947
6	152126911
1	40726202
1	40726204
1	294728560
9	131879701
8	122752586
8	122752709
7	138378988
7	138379060
3	202070259
3	202113674
3	202113608
9	28846511
2	212245119
2	212245200
2	212245182
2	212245013
2	212245082
3	58293810
3	58304870
8	81160513
9	11233351
9	11233167
3	89932696
3	111347232
5	146482996
7	118624020
4	10228834
4	10230022
9	12327173
9	12324677
9	12326987
2	231908887
8	113874064
8	113868166
8	113867959
6	163506361
6	163507608
6	163435871
7	118623967
4	40391167
4	40354984
4	40346730
4	240524320
4	240524176
3	211719549
3	211764342
5	28335285
7	166390247
1	224079358
1	224080673
9	7771241
1	227254622
1	227253897
5	214905927
1	256442500
1	256452575
1	256452574
1	256489030
6	149476156
5	168253408
3	210508497
6	145322799
9	131568429
9	131576621
9	131582524
9	100133006
10	16372779
10	16360677
10	16372549
9	102933250
9	102962198
9	102962460
9	19532993
9	19534262
9	19534256
8	165234812
8	165268442
7	8467208
7	8522296
7	8467570
9	101202371
7	150274887
5	204230467
5	204316878
5	135840044
5	135837926
9	100309018
5	65421402
5	65421334
5	65418915
5	65420212
5	65417455
5	65421064
5	65420947
5	65419311
3	218031978
3	218017771
3	218031572
7	146489081
7	151523785
9	27092723
8	122130968
4	45846945
4	45848866
7	133379745
7	133371720
7	133374241
7	163690785
7	152451816
7	163613410
7	152467855
9	27015269
1	296770795
1	296769823
1	296769871
6	143664325
9	90842290
2	213161907
1	290956290
9	140774826
9	140774556
9	140849250
9	140846908
9	140846902
9	140849452
9	140839356
9	140773445
7	34876982
7	34872740
7	135511630
7	135508756
7	135508859
3	212193828
3	212194157
3	212194737
2	167420133
2	214580430
2	214580398
7	98565098
1	297795220
1	297749473
1	297748894
1	122037296
1	122037783
7	98565365
1	193044684
1	193033396
8	124931979
7	98566198
5	177126800
5	177247328
5	177246983
5	177230504
5	177123586
7	98557185
9	86864402
9	86864564
9	86864855
2	136182343
2	136113382
2	136271913
2	128045328
2	136271922
2	136179614
2	136271470
4	186658840
4	186660523
4	186659466
4	186670785
4	186646221
7	98568783
4	186664085
4	186663935
4	186659882
9	2119994
10	123109277
6	162481459
6	162481526
6	162479406
6	162384398
2	11053622
2	11211678
8	53326124
7	124867888
7	124867562
9	44335178
9	7619971
9	7660637
9	7660754
10	120116021
10	120116116
10	120118588
7	168201483
10	120116384
10	120116341
2	146032389
7	168201559
2	146032171
3	168292594
3	168307086
3	168304790
3	168304795
1	72233591
1	72233448
1	72233509
1	72232982
8	160371391
8	160366514
8	160298233
8	160392337
6	164322025
6	92989536
6	92997300
6	93004583
3	201327974
3	201330178
3	201324828
3	201324806
3	201325059
8	107796411
8	107791195
2	128044714
8	10286865
5	169171613
5	169231606
4	210330191
6	95844154
5	194707930
5	194710184
5	194708560
5	194708523
9	15599679
9	15614737
9	15576547
2	213585660
2	213585856
2	213584972
7	86735990
1	111206895
1	111204735
1	111219051
7	117364155
3	150878182
8	124797091
10	31312009
10	31307677
10	31307581
10	31307434
10	31309836
6	108971372
3	229648726
1	292149238
7	172979834
7	172979510
7	173149278
1	175893601
3	224272036
5	19055531
3	28610971
3	28617746
3	28619899
1	292134984
5	162678273
6	161550544
6	161556408
1	292102921
6	161555593
6	161548196
6	161548179
7	142854109
6	138708725
10	6164846
1	286326752
3	146654239
3	146644307
5	73125728
1	279898945
5	73125801
3	171443739
9	148198944
3	66730471
3	66730575
6	124709894
6	124708981
6	124661162
5	215472090
5	215482164
5	215481020
5	215471911
5	215484514
5	215472446
5	215487863
5	215484179
5	215484415
1	281071509
1	281068828
1	281163917
2	128067452
2	235887244
4	53678226
1	25634022
1	25630599
9	83329042
9	83341642
5	191590849
10	18399597
2	42113003
2	42106477
3	218323199
3	218325462
3	218270773
9	96000960
9	95999102
2	15271328
9	18891784
9	18894260
9	18894276
8	128547329
8	128547016
7	13615702
7	13604205
3	160935269
2	51816033
9	60087467
9	60030976
9	60085310
6	112004245
3	58715588
1	14943366
1	14960382
1	14927402
2	165105090
1	234817519
5	914196
5	946727
5	887353
5	904541
5	896172
5	904666
5	914115
5	904697
5	905489
5	896354
4	837802
4	695850
4	695932
5	9662329
5	9662481
9	11711659
9	11714521
3	230607027
1	95189882
2	215411083
2	215485183
6	82967169
4	15616499
4	15610962
4	15583336
4	15612802
4	15612917
4	15611615
4	15583731
9	100509742
4	16376034
5	177841811
4	36048410
1	17654025
1	17625530
6	64936601
1	110637676
1	110639336
1	110637780
5	16303939
4	54509254
5	215560359
5	215566510
5	215623398
5	215625065
5	215508085
5	215623545
5	215499572
5	215624839
5	215626737
5	215505217
5	215505294
5	215566413
5	215505332
5	215492624
3	199621017
3	199664635
3	199624131
3	199561516
3	199622413
3	199650989
8	137405827
3	199651148
3	199622533
3	215470990
3	215471107
3	215470661
3	215470803
5	214283992
5	214287850
5	214376946
5	214283378
5	214378015
3	15214240
3	15214002
3	15129118
9	99849669
2	177947425
2	177947261
2	177874858
2	177947147
7	159756814
2	177899328
2	177874746
2	150143650
1	291726031
7	159782509
1	291652804
10	126886653
3	221566671
3	221540709
3	221540757
3	221560239
6	38064555
8	3797941
8	3796036
7	152397094
7	152395225
1	240864820
5	163412392
5	163412726
5	163412086
1	72799972
3	40521343
2	164893236
2	164892130
5	213175503
2	164889855
1	271206802
3	47463102
9	43792020
1	268335977
5	197512964
5	197513628
5	197513526
5	197513511
9	131521108
9	131525406
5	213177473
9	131532766
9	131532715
2	194156729
2	194156684
7	158460457
7	158464816
7	158466608
7	158466620
9	47233833
2	187126094
2	71787042
2	71788236
4	28980269
8	16743283
8	16745740
8	16742825
7	138098457
5	2251004
5	2308699
5	2308811
5	2308808
1	272835158
1	272837934
1	272842633
1	272837692
1	272871696
5	211440562
1	272874639
9	47450983
9	47448488
9	47449153
9	47449486
9	47445770
6	127767239
1	33833674
3	17398274
5	211446075
3	17430424
3	17399117
3	17399376
3	17399173
1	12167088
1	12189001
1	12189099
1	12175324
1	12175338
8	121669677
6	367992
7	128897238
3	226624315
2	28406154
2	28402733
2	28405435
2	28404853
7	128896450
6	122728374
6	122709732
6	122729308
6	122728762
6	122728144
7	164694172
1	280094097
8	130211403
2	213800438
2	213951725
1	266046391
1	266046804
1	266045927
1	266046995
1	266046691
1	266046651
8	12561228
9	96077294
1	50096279
1	50035769
4	20399821
4	20408220
3	176044879
3	176044065
4	75698048
7	94514958
8	96076158
2	71890913
2	71891341
9	102785317
8	128250549
8	128247717
9	102494678
9	102440989
7	168464780
7	168467680
6	140309609
5	191626232
5	191625482
5	77920857
5	77997457
5	77996735
5	77997493
5	77920761
2	208671145
2	208670885
5	193916881
5	197945189
9	131380721
9	131381146
9	131381147
1	72800194
3	128525867
3	128523737
1	35992392
7	172926096
7	172926640
1	275385458
1	275384437
6	9200727
5	193159503
5	193159991
9	23059639
9	26595496
9	26579290
9	26583771
6	9193487
9	26606680
6	9200467
3	114781831
7	152824375
7	152825506
9	23737910
9	23754586
9	23754839
8	172694965
8	172692663
8	172693125
8	172684330
8	172697443
8	172692869
8	172693866
8	172692864
8	172693851
7	151242431
8	124589580
6	9201626
8	5136419
8	5135666
2	36605493
2	36590915
2	36566181
2	36590474
2	36591789
2	36591790
7	137340212
3	209546174
9	77548264
7	137339567
1	253777274
9	104882612
9	104883533
9	104883749
9	104885005
9	104883707
8	171328456
8	95126948
9	100886407
8	95022697
9	100876740
8	53872820
4	109526550
4	109419924
2	212406370
2	212351672
2	212353611
1	11993216
1	11989549
1	11993357
7	174781101
1	11989100
1	11990267
1	11989852
7	174790547
1	11991910
1	11989022
6	71618816
3	222752394
3	222768757
8	12794090
1	79241083
1	79235809
1	79236138
1	79236413
1	79236609
8	120459721
6	163176108
6	163177459
6	163175970
6	163178535
6	163176024
6	163178351
6	163178482
2	233430087
2	233429523
2	233426438
5	37840140
3	199275636
3	199306749
3	199237133
9	130494643
7	157738596
7	157680787
6	123751706
5	168890197
6	123770193
1	200469960
1	200469058
6	123751417
1	200469008
7	153569260
7	153446162
7	153655654
6	123777284
7	153579372
7	153569764
7	153569730
1	33883900
1	33885206
5	59042082
5	59040464
5	59040233
5	59040234
6	123777572
5	175593989
5	175594044
2	53789565
2	53789404
2	53793067
2	53792097
2	53790010
2	53790011
2	53789779
8	169792196
8	169787164
8	169791101
4	184845970
4	184861477
4	184892564
4	184893124
6	123729914
4	184845484
4	184893396
4	184845662
4	184848869
3	3107332
3	3201627
3	3107062
3	3107023
4	10479567
4	10483045
3	3096059
1	39854851
1	39844004
3	3310868
3	3311084
3	209735375
3	209735048
3	209728783
3	209848072
3	209726331
7	174404377
7	174326263
7	174326540
7	174326363
7	155745285
7	174339964
7	174359120
7	174359101
7	174360502
7	9541101
7	9538803
7	9591191
7	9538494
7	9538634
7	155742678
7	9539167
7	9543034
7	9541223
1	39248635
9	129186069
9	129185324
4	196977922
4	196928187
4	196929558
4	196931532
4	196821270
6	113280035
4	196977445
4	196977485
3	142425041
9	99414422
6	113280182
9	99414532
9	92344824
8	91480958
2	177752364
2	177752277
5	143973644
8	125393975
3	66079326
3	198683849
2	205711248
2	205716023
2	205709373
2	205709481
4	45669922
4	210138924
1	256568063
1	256668963
1	256566866
4	226941216
7	46784669
4	226941361
4	226941441
3	149241989
3	149248522
6	74408389
1	34153740
1	34154226
6	119164679
6	119121574
6	119165496
1	44959864
8	122060929
8	122064451
8	22681619
2	207698287
8	22645609
4	31101768
7	158364915
7	158370041
7	158370193
7	158370181
7	158365041
9	85301978
1	205247609
1	205186159
2	201673207
6	57751465
6	57752099
6	57746875
3	172258099
3	172257484
2	148659387
2	148658795
2	148660513
5	178043074
5	178043112
6	97631948
8	15778470
8	15778898
1	147892941
1	147893103
1	147893342
6	118506881
9	3857146
9	3857252
9	3899043
9	3899575
3	63530832
3	63530852
3	133889449
6	97633970
5	174168184
5	174114018
1	238344503
1	238343631
6	97632339
1	238427042
1	238427344
1	238427367
8	122934427
2	2595021
8	122929113
8	122929068
1	55085078
1	55083883
1	55071238
5	1947070
5	1951836
5	1954555
5	1952052
6	97633957
5	1947144
5	1947148
5	1946471
6	97633797
1	192401948
6	97614649
1	192405140
1	192405288
1	192405366
1	192404883
1	192407163
1	192405906
1	192407092
1	192405003
1	192407036
5	145869673
5	145868899
1	229111581
8	15109180
8	15109146
7	132632787
9	6053202
9	6053451
9	6055174
6	107757514
6	107758004
6	107736729
5	144117110
5	144114838
5	144114260
5	144098647
6	115296243
6	115294816
4	50100984
4	50097110
3	226768878
3	90703954
10	144739497
10	144741872
7	130704819
5	202065247
5	202061590
5	202085459
5	202085442
5	202095312
7	20620150
4	115974331
7	34371186
3	173021475
3	173022122
5	77271550
8	6396575
8	6394815
8	6465232
9	105194953
9	133549736
9	133546914
9	133549334
9	133546474
9	133549335
9	133546449
5	212755839
5	212762042
5	212784362
5	212818816
5	212748047
5	212819061
5	212755174
5	212755265
5	212748218
5	212748259
5	212819118
1	207599569
2	198902799
2	198904392
2	1437448
2	1440992
2	1360754
9	13494929
9	13451695
1	2740208
1	2754296
1	2742699
1	2736027
1	2753327
1	2740706
1	2742603
1	2870877
1	2740559
1	2755347
1	2739971
5	2142403
5	2142037
5	2142237
5	2179558
5	2182717
5	2182691
5	2182098
5	2181673
5	2181750
5	2183356
7	143821472
7	143824012
7	143830645
7	168660672
8	123151351
5	65113257
5	65113077
5	65125465
5	65125966
5	65204077
5	65116064
5	65113347
5	65113389
5	65123708
3	214308896
3	214309592
9	127696098
6	115128979
6	115198161
3	65709201
3	65709088
3	65708909
3	65709394
3	65709412
3	65711648
9	46492306
9	46492457
9	46385617
5	35710924
5	35709957
2	4674017
5	35711079
4	199278965
4	199279708
4	199217501
4	199216805
4	199278901
9	45201840
5	167431831
5	167431830
5	167431961
2	4674090
2	4699087
3	167051430
4	219146084
9	107796957
9	107839310
9	107840288
7	145152582
6	87411106
6	87411544
6	87411289
6	87411454
6	87411352
2	4699070
1	8355740
1	8352937
1	8351543
1	8351500
4	193226797
3	214753282
6	72861372
2	4674071
6	72868687
6	72868578
6	72871493
6	72898758
10	146968824
10	114114444
1	141534624
1	175295506
1	81106413
5	136582622
5	88207917
5	88200697
9	148232940
1	65347197
1	65345912
8	115015311
3	6522809
1	62888346
1	62890313
1	62890527
1	62890027
1	62889988
7	39185977
1	278352173
2	28117540
2	28037531
9	151566340
9	151478708
9	151478080
9	151478084
1	221401890
1	181889097
1	181889482
1	181889834
1	181889489
1	181889820
5	56778910
5	56783196
3	183257131
7	15281150
7	15282338
7	15276709
7	15281260
7	15281604
1	69888616
1	69880845
4	188315753
1	69889217
1	69887845
6	134854388
6	134859201
6	134854073
6	134904332
6	134853096
6	134853095
7	134971250
4	188314565
1	20106601
1	20108275
4	188315949
3	168696919
6	167821525
6	167984060
6	167824948
6	138058357
5	61001643
5	60993843
5	61000950
5	60996345
5	61000940
5	60993963
9	132814746
5	188756924
7	52305301
5	188831127
5	188847011
5	188834472
8	22174372
8	22173140
8	22173115
1	259522022
5	170069261
5	170069183
6	120277689
9	32340468
9	32340733
9	32337410
9	32339202
9	32339201
9	32339280
9	32339043
9	32337998
7	143113852
7	143116441
7	143114718
7	143020581
7	143113732
7	143113775
7	143113985
7	143014868
2	144075203
6	108056375
2	144073650
8	91777373
8	91778430
5	3726228
7	155618521
7	155586122
7	155592075
7	155592098
6	151638512
6	151581241
1	231186796
1	231182659
1	193321851
1	193321689
1	193254531
1	193319123
1	193319081
8	170665640
8	170774903
8	170665553
2	12350353
10	96838165
7	6217202
7	11570621
7	11572975
7	11570917
1	44802580
1	44802094
1	41102924
1	41103128
1	41101416
1	184907960
1	184908147
2	199164954
7	157876103
5	87115299
4	33438146
5	210882246
5	171964318
8	123609179
1	5327118
1	5327458
1	5338021
1	5326925
1	5326957
2	176871550
2	176871676
7	43705775
7	43705426
7	43705415
1	296023133
1	296002235
9	3080081
7	1978528
7	1987512
1	16792521
7	1951412
6	136249171
6	136250520
6	136287654
6	136254415
6	136252315
6	136256762
1	248151072
1	248150621
1	248151139
1	248287728
1	248150852
5	212376858
2	105564522
8	111193701
10	71161754
10	71163216
10	71163208
10	71162590
8	90361324
3	10095293
3	10140471
3	10094613
5	61073240
1	248848086
8	87033018
8	87034328
3	113556249
5	190736002
5	190735312
1	51535377
3	187028970
4	13396236
3	209973442
3	209853288
3	209973792
3	209913159
3	209853649
3	209904752
3	209904750
5	190236290
5	190236988
10	132885424
5	92806148
7	116516624
7	116568751
7	116516541
7	116516557
9	9302940
9	9386680
9	9356216
9	9393133
8	173856828
8	173919941
1	140985180
1	140984962
3	213787190
1	16800487
1	66015286
6	99767943
2	110482910
2	110483022
2	6471424
2	6467364
2	6467240
2	6467175
2	57056146
9	130406181
8	168934371
8	169013401
8	169013325
9	45294218
9	45294678
5	147981728
1	194994567
1	107447954
1	107450994
5	189769183
5	189767856
5	189774733
5	189767827
5	189773211
5	189773201
5	189769965
10	148998873
7	156667314
10	148921580
10	148921598
8	167988920
8	167989742
8	167989172
8	167989112
7	156644703
1	51756546
1	42522289
8	10813495
8	10862428
7	9368815
7	9329135
7	9330622
7	9330613
7	9329883
7	156577168
7	9331385
1	73874304
5	192613679
7	156577169
1	245694133
1	245693950
1	245696693
2	234210789
2	234209259
1	48687151
9	92027955
2	16938729
2	43185799
2	43183208
2	144881570
7	156643672
7	86801759
7	156643685
5	175211575
6	135143110
6	135080666
6	135143457
6	135081044
2	55679880
2	55679576
5	93230994
5	93231388
5	93230798
1	16826305
4	146536368
10	141572171
10	141572157
8	68690911
8	68692223
8	68691316
1	121490520
1	121487842
1	121496387
2	206259739
6	77002452
6	77002459
6	95476425
2	176726049
2	176610468
2	176610288
2	176727500
2	176726681
4	4862353
4	4866374
4	4908092
6	95476531
5	3946412
3	25865416
3	25862727
2	184968010
6	95472950
10	134974965
9	90969757
2	751929
1	147082383
2	755444
1	112143333
1	112141365
1	112143496
5	166468405
8	173505321
8	173505164
8	173504358
6	29011980
6	29014061
6	28225073
6	28144832
6	62879125
5	205308574
5	205308725
1	155194840
1	180517485
1	180520434
1	180517594
1	180517741
1	167851635
2	21393785
1	180517769
4	194846271
3	214900191
3	214899889
2	133153806
2	133153899
3	186205798
2	21269435
5	2363120
5	2361135
5	2497335
5	2363289
5	2363626
4	204601039
7	35011271
7	35008362
4	233845381
4	233821461
4	233828118
5	216088711
4	33119560
4	33120348
4	33119826
7	134136090
5	216158126
2	128197413
2	128197416
2	128197319
2	128183291
2	59630264
2	59634528
2	59712482
2	59634332
3	181827487
5	216163416
3	181791896
3	181832029
3	181826802
6	148245451
6	148248228
6	148245269
1	218716813
1	218721058
1	218721074
5	216088648
1	218716952
5	216088224
5	30300141
9	89972206
9	89972209
3	229131005
8	21755840
3	229153740
3	229084427
5	179670612
5	179671145
5	179670988
1	88889260
3	118163219
3	118163100
8	15433174
8	15435297
6	66342753
7	174155462
7	174153590
9	8432750
7	174154478
7	174154479
7	174149481
10	15719492
10	15719375
10	15799690
9	8432754
10	15717562
1	189083125
1	189082560
1	189082903
1	189083020
1	189092493
1	189088258
1	262719980
1	262719827
10	81959531
4	238057060
4	223107439
4	223107502
7	129350801
3	57083624
3	57089558
3	57092069
7	121680819
3	57089211
3	57088998
3	57089001
1	290856725
1	227930514
7	116023128
7	115969947
5	174626535
5	174619841
5	174623713
5	174620235
6	82620628
2	232371105
2	232394254
2	232461062
2	232368205
2	232392725
2	232528683
2	232528685
5	213538081
5	213546460
5	213560304
10	133367582
7	145458803
4	238953378
2	155089629
2	155088820
8	131799613
8	131799714
8	142231517
1	30754598
1	30760105
1	41956983
1	41962191
7	85707488
7	85637212
7	85636926
2	234032004
2	233908519
2	116170981
8	142227395
9	1021207
9	1025456
9	1026012
9	1025703
8	142226785
6	136407156
3	196439095
9	86666370
7	127297693
9	86662014
3	13728650
3	13728727
10	139976641
10	139995646
7	127298994
10	139995487
10	139995358
10	140142700
10	139995185
5	164361184
5	164361293
7	19084889
3	195965219
3	195936473
3	195935474
5	92368964
5	92368981
9	40210281
9	40210695
7	173829544
7	173823313
7	173829936
7	173828891
